CCCC,Location,Country Name
GMTA,Al Hoceima/Côte du Rif,Morocco
GMTN,Tetouán/Sania Ramel,Morocco
GMTT,Tanger/Boukhalf,Morocco
GOBD,Blaise Diagne International Airport,Senegal
GOOY,Dakar/Yoff (COM, ACC, FIC, TWR, NOF),Senegal
GQNN,Nouakchott,Mauritania
GQNO,Nouakchott-OumtounsyInternational Airport – Nouakchott,Mauritania
GQPP,Nouadhibou,Mauritania
GSAI,El Aaiún,Western Sahara
GSVO,Villa Cisneros,Western Sahara
GUCY,Conakry/Gbessia,Guinea
GUFH,Faranah/Badala,Guinea
GULB,Labe/Tata,Guinea
GVAC,Sal, Ilha de Sal / Amilcar Cabral,Cabo Verde
GVBA,RABIL/BOA VISTA ISLAND,Cabo Verde
GVNP,PRAIA,Cabo Verde
GVSV,SAO PEDRO/SAO VICENTE ISLAND,Cabo Verde
HAAB,Addis Ababa,Ethiopia
HAAS,Asmara,Ethiopia
HABM,--,Hungary
HABP,Budapest,Hungary
HADR,Dire Dawa,Ethiopia
HADS,Addis Ababa,Ethiopia
HAHI,--,Ethiopia
HAMS,Massawa,Ethiopia
HASB,Assab,Ethiopia
HBBA,Bujumbura,Burundi
HCMI,Berbera,Somalia
HCMM,Mogadiscio,Somalia
HDAM,Djibouti/Ambouli,Djibouti
HECA,Cairo (Le Caire),Egypt
HHAS,Asmara,Eritrea
HKAL,--,Kenya
HKAR,--,Kenya
HKBO,--,Kenya
HKBR,Bura,Kenya
HKBU,Bungoma,Kenya
HKCH,--,Kenya
HKEL,Eldoret International,Kenya
HKEM,Embu,Kenya
HKGB,Garba Tula,Kenya
HKGR,--,Kenya
HKHO,Hola,Kenya
HKIJ,--,Kenya
HKIT,--,Kenya
HKKC,--,Kenya
HKKD,--,Kenya
HKKG,Kakamega,Kenya
HKKS,--,Kenya
HKLB,--,Kenya
HKLK,Lokichogio,Kenya
HKLP,--,Kenya
HKLT,Loitokitok,Kenya
HKMA,Mandera,Kenya
HKMD,--,Kenya
HKMI,Maral (Kisima),Kenya
HKMM,Masai Mara Camp,Kenya
HKMO,Mombasa,Kenya
HKMP,--,Kenya
HKMR,Mackinnon Road,Kenya
HKMW,--,Kenya
HKNA,Nairobi ACC/FIC/RCC/MET/COM,Kenya
HKNC,Nairobi,Kenya
HKNR,--,Kenya
HKNS,--,Kenya
HKNV,Naivasha,Kenya
HKOL,--,Kenya
HKSH,--,Kenya
HKTA,--,Kenya
HKTF,--,Kenya
HLGN,Gamal Abd El Nasser (Mil),Libya
HLLB,Benghazi/Benina,Libya
HLLS,Sebha,Libya
HLLT,Tripoli/Intl.,Libya
HLTD,Ghadames,Libya
HRYR,Kigali,Rwanda
HSSS,Khartoum,Sudan
HTDA,Dar-es-Salaam/Dar-es-Salaam (APP, TWR, NOF, MET, Civil Airlines),Tanzania, United Republic of
HTKJ,Kilimanjaro (APP, TWR, AIS, MET, Civil Airlines),Tanzania, United Republic of
HUEN,Entebbe,Uganda
IAEA,International Atomic Energy Agency,Germany
K1V4,--,United States of America
K3B1,--,United States of America
K3OI,--,United States of America
K3SE,--,United States of America
K4OM,--,United States of America
K5I3,--,United States of America
KAAI,--,United States of America
KABE,Allentown-Bethlehem-Easton, PA,United States of America
KABI,Abilene/Regional, TX,United States of America
KABQ,Albuquerque/Intl, NM,United States of America
KABR,Aberdeen Rgnl, SD,United States of America
KABY,Southwest Georgia Rgnl, Albany, GA,United States of America
KACK,Nantucket Memorial, MA,United States of America
KACR,--,United States of America
KACT,Waco Rgnl, TX,United States of America
KACV,Arcata/Eureka, CA,United States of America
KACY,Atlantic City/Intl, NJ,United States of America
KADM,Ardmore Municipal Airport – Ardmore, OK,United States of America
KAER,--,United States of America
KAEX,Alexandria Intl Arpt, Alexandria, LA,United States of America
KAFC,--,United States of America
KAFG,--,United States of America
KAGC,Pittsburgh/Allegheny County, PA,United States of America
KAGR,MacDill AFB Auxiliary Field – Avon Park, FL,United States of America
KAGS,August/Bush Field, GA,United States of America
KAHN,Athens/Ben Epps, GA,United States of America
KAJK,--,United States of America
KAKO,Colorado Plains Regional Airport – Akron, CO,United States of America
KAKQ,Wakefield Municipal Airport – Wakefield, VA,United States of America
KALB,Albany/Albany, NY,United States of America
KALI,Alice Intl, TX,United States of America
KALO,Waterloo Muni, IA,United States of America
KALR,--,United States of America
KALS,San Luis Valley Regional Airport – Alamosa, CO,United States of America
KALU,--,United States of America
KALW,Walla Walla Rgnl, WA,United States of America
KALY,--,United States of America
KAMA,Amarillo Intl, TX,United States of America
KAMG,Bacon County Airport – Alma, GA,United States of America
KANB,Anniston Metropolitan, AL,United States of America
KAND,Anderson County, SC,United States of America
KAOH,Lima Allen County Airport – Lima, OH,United States of America
KAOO,Altoona-Blair County, PA,United States of America
KAPG,Aberdeen/Phillips AAF Proving Ground, MD,United States of America
KAPN,Alpena County Rgnl, MI,United States of America
KAPX,--,United States of America
KAQQ,--,United States of America
KARA,Acadiana Regional Airport – New Iberia, LA,United States of America
KARB,Ann Arbor Municipal Airport – Ann Arbor, Michigan,United States of America
KARH,--,United States of America
KARK,--,United States of America
KARP,--,United States of America
KARS,U.S. Argos Communications Centre, Landover, MD,United States of America
KART,Watertown Intl, NY,United States of America
KARX,--,United States of America
KAST,Astoria Regional Airport – Astoria, OR,United States of America
KATL,Atlanta, GA,United States of America
KATW,Appleton International Airport – Greenville, WI,United States of America
KATY,Watertown Muni, SD,United States of America
KAUG,Augusta State Airport – Augusta, ME,United States of America
KAUS,Austin-Bergstrom Intl Arpt, Austin, TX,United States of America
KAUW,Wausau Downtown Airport – Wausau, WI,United States of America
KAVL,Asheville Rgnl, NC,United States of America
KAVP,Scranton/Wilkes-Barre Intl, PA,United States of America
KAWH,--,United States of America
KAWN,Tinker AFB, Oklahoma City, OK (Automated Weather Network Switching Center),United States of America
KAXN,Alexandria/Chandler Fld, MN,United States of America
KAYS,--,United States of America
KBAB,Marysville/Beale AFB, CA,United States of America
KBAF,Westfield/Barnes Muni, MA,United States of America
KBAL,Baltimore/Friendship Intl. MD,United States of America
KBCE,Bryce Canyon Airport – Bryce Canyon, UT,United States of America
KBCQ,--,United States of America
KBDL,Windsor Locks/Bradlex Intl., CT,United States of America
KBDR,Bridgeport/Igor I Sikorsky Memorial, CT,United States of America
KBFD,Bradford Rgnl, PA,United States of America
KBFF,Scottsbluff/William B Heilig Field, NE,United States of America
KBFI,Seattle Boeing Field/King county Intl., WA,United States of America
KBFL,Bakersfield/Meadows Field, CA,United States of America
KBGD,Hutchinson County Airport – Borger, TX,United States of America
KBGM,Binghamton Regional/Edwin A Linkfield, NY,United States of America
KBGR,Bangor/Intl., ME,United States of America
KBHM,Birmingham, AL,United States of America
KBIA,--,United States of America
KBID,Block Island State Airport – Block Island, RI,United States of America
KBIH,Eastern Sierra Regional Airport – Bishop, CA,United States of America
KBIL,Billings Logan Intl, MT,United States of America
KBIS,Bismarck Muni, ND,United States of America
KBIV,West Michigan Regional Airport – Holland, MI,United States of America
KBIX,Keesler AFB, Biloxi, MS,United States of America
KBJI,Bemidji Regional Airport – Bemidji, MN,United States of America
KBKA,--,United States of America
KBKE,Baker/Muni, OR,United States of America
KBKW,Beckley/Raleigh County Memorial, WV,United States of America
KBLF,Mercer County Airport – Bluefield, WV,United States of America
KBLH,Blythe Airport – Blythe, CA,United States of America
KBLI,Bellingham/Intl, WA,United States of America
KBLU,Blue Canyon-Nyack Airport – Emigrant Gap, CA,United States of America
KBMI,Bloomington/Normal, IL,United States of America
KBMX,--,United States of America
KBNA,Nashville Intl, TN,United States of America
KBNO,Burns Municipal Airport – Burns, OR,United States of America
KBOA,--,United States of America
KBOI,Boise Air Terminal/Gowen Fld, ID,United States of America
KBOS,Boston/Logan, MA,United States of America
KBOU,--,United States of America
KBOX,--,United States of America
KBPI,Big Piney-Marbleton Airport – Big Piney, WY,United States of America
KBPT,Beaumont Port-Arthur/Jefferson County, TX,United States of America
KBRD,Brainerd Lakes Regional Airport – Brainerd, MI,United States of America
KBRL,Burlington Muni, IA,United States of America
KBRO,Brownsville/South Padre Is Intl, TX,United States of America
KBTL,Battle Creek/W K Kellogg, MI,United States of America
KBTM,Butte/Bert Mooney, MT,United States of America
KBTR,Baton Rouge Metropolitanl/Ryan Field, LA,United States of America
KBTV,Burlington, VT,United States of America
KBUF,Buffalo/Greater Buffalo Intl., NY,United States of America
KBUR,burbank/Glendale-Passadena, CA,United States of America
KBVE,--,United States of America
KBWG,Bowling Green/Warren County Rngl, KY,United States of America
KBWI,Baltimore/Baltimore-Washington Intl., MD,United States of America
KBWL,--,United States of America
KBYH,Blytheville, Arkansas Intl Arpt, AR,United States of America
KBYI,Burley Muni, ID,United States of America
KBYV,--,United States of America
KBYZ,--,United States of America
KBZN,Bozeman Mt. Gallatin Fld,United States of America
KCAE,Columbia Metropolitan, SC,United States of America
KCAG,Craig-Moffat Airport – Craig, CO,United States of America
KCAK,Akron-Canton Rgnl, OH,United States of America
KCAO,Clayton Municipal Airpark – Clayton, NM,United States of America
KCAR,Caribou Muni, ME,United States of America
KCBM,Columbus AFB, MS,United States of America
KCCI,--,United States of America
KCDC,Cedar City Muni, UT,United States of America
KCDR,Chadron Municipal Airport – Chadron, NE,United States of America
KCDS,Childress Municipal Airport – Childress, TX,United States of America
KCEF,Springfield-Chicope/Westover AFB Metropolitan, MA,United States of America
KCHA,Chattanooga/Lovell, TN,United States of America
KCHH,--,United States of America
KCHI,Chicago/Du Page County Airport and Chicago Metropolitan area, IL,United States of America
KCHO,Charlottesville-Albemarle, VA,United States of America
KCHS,Charleston/Municipal and AFB, SC,United States of America
KCID,Cedar Rapids Muni, IA,United States of America
KCIR,Cairo Regional Airport – Cairo, IL,United States of America
KCKB,Clarksbzrg/Benedum, WV,United States of America
KCKL,--,United States of America
KCLE,Cleveland/Hopkins Intl, OH,United States of America
KCLL,College Station/Easterwood Fld, TX,United States of America
KCLT,Charlotte/Douglas Intl, NC,United States of America
KCMF,--,United States of America
KCMH,Columbus/Port Columbus Intl, OH,United States of America
KCMI,Champaign-Urbana Univresity of Illinois Willard, IL,United States of America
KCNK,Blosser Municipal Airport – Concordia, KS,United States of America
KCNM,Carlsbad/Cavern City Air Terminal, NM,United States of America
KCNU,Chanute Martin Johnson Airport – Chanute, KS,United States of America
KCOA,--,United States of America
KCOD,Yellowstone Regional Airport – Cody, WY,United States of America
KCOF,Cocoa/Patrick AFB, FL,United States of America
KCOM,Coleman Municipal Airport – Coleman, TX,United States of America
KCON,Concord Municipal Airport – Concord, NH,United States of America
KCOS,Colorado Springs Municipal,United States of America
KCOT,Cotulla-La Salle County Airport – Cotulla, TX,United States of America
KCOU,Columbia Rgnl, MO,United States of America
KCPR,Casper/Natrona County Intl, WY,United States of America
KCQT,--,United States of America
KCRH,--,United States of America
KCRP,Corpus Christi/Intl, TX,United States of America
KCRT,Z.M. Jack Stell Field – Crossett, AR,United States of America
KCRW,Charleston/Yeager, WV,United States of America
KCSG,Columbus Metropolitan, GA,United States of America
KCSH,--,United States of America
KCSM,Clinton-Sherman Airport – Clinton, OK,United States of America
KCSV,Crossville Memorial, TN,United States of America
KCTB,Cut Bank Muni, MT,United States of America
KCTP,--,United States of America
KCTY,Cross City Airport – Cross City, FL,United States of America
KCVG,Covington-Cincinnati/Northern Kentucky Intl, KY,United States of America
KCVS,Clovis AFB, NM,United States of America
KCXY,Capital City Airport – Harrisburg, PA,United States of America
KCYA,--,United States of America
KCYP,--,United States of America
KCYS,Cheyenne Regional Airport (Jerry Olson Field) – Cheyenne, WY,United States of America
KCZK,Cascade Locks State Airport – Cascade Locks, OR,United States of America
KDAB,Daytona Beach Rgnl, FL,United States of America
KDAG,Barstow-Daggett Airport – Daggett, CA,United States of America
KDAL,Dallas/Love Field, TX,United States of America
KDAN,Danville Regional, VA,United States of America
KDAY,Dayton/James M. Cox Dayton Intl, OH,United States of America
KDBQ,Dubuque Regional, IA,United States of America
KDCA,Washington/National, DC,United States of America
KDDC,Dodge City Regional, KS,United States of America
KDDL,--,United States of America
KDEN,Denver International,United States of America
KDFW,Dallas-Fort Worth/Regional Airport, TX,United States of America
KDHN,Dothan, AL,United States of America
KDHT,Dalhart Municipal Airport – Dalhart, TX,United States of America
KDLH,Duluth/Intl, MN,United States of America
KDLS,Columbia Gorge Regional Airport, OR,United States of America
KDMA,Tucson/Davis Monthan AFB, AZ,United States of America
KDMN,Deming Muni, NM,United States of America
KDMX,--,United States of America
KDOV,Dover AFB, DE,United States of America
KDRA,Desert Rock Airport – Mercury, NV,United States of America
KDRT,Del Rio International Airport – Del Rio, TX,United States of America
KDSM,Des Moines Intl, IA,United States of America
KDTA,Delta Municipal Airport – Delta, UT,United States of America
KDTW,Detroit/Metropolitan Wayne County, MI,United States of America
KDTX,--,United States of America
KDUG,Bisbee-Douglas International Airport – Bisbee / Douglas, AZ,United States of America
KDUJ,Du Bois/Jefferson County, PA,United States of America
KDVD,--,United States of America
KDVN,--,United States of America
KDVR,--,United States of America
KDXR,Danbury Municipal Airport – Danbury, CT,United States of America
KDXZ,St. George Regional Airport – St. George, UT,United States of America
KDYR,Dyersburg Regional Airport – Dyersburg, TN,United States of America
KE74,--,United States of America
KEAT,Pangborn Memorial Airport – Wenatchee, WA,United States of America
KEAU,Eau Claire County, WI,United States of America
KEAX,--,United States of America
KECG,Elizabeth City Coast Guard, NC,United States of America
KEDW,Edwards AFB, CA,United States of America
KEED,Needles Airport – Needles, CA,United States of America
KEEW,--,United States of America
KEHA,Elkhart-Morton County Airport – Elkhart, KS,United States of America
KEHU,--,United States of America
KEKA,Murray Field – Eureka, CA,United States of America
KEKN,Elkins/Jennings Randolph Fld, WV,United States of America
KEKO,Elko Muni-JC Harris Field, NV,United States of America
KELD,El Dorado/Goodwin Field, AR,United States of America
KELM,Elmira/Corning Rgnl , NY,United States of America
KELP,El Paso/Intl., TX,United States of America
KELY,Ely Airport (Yelland Field) – Ely, NV,United States of America
KEMP,Emporia Municipal Airport – Emporia, KS,United States of America
KEND,Enid/Vance AFB, OK,United States of America
KENV,Wendover Airport – Wendover, UT,United States of America
KEPH,Ephrata Municipal Airport – Ephrata, WA,United States of America
KEPZ,--,United States of America
KERI,Erie Intl, PA,United States of America
KESF,Alexandria/Esler Rgnl, LA,United States of America
KEUG,Eugene/Mahlon Swete Field, OR,United States of America
KEVV,Evansville Rgnl, IN,United States of America
KEWN,New Bern/Craven County Rgnl, NC,United States of America
KEWR,Newark/Newark, NJ,United States of America
KEWX,--,United States of America
KEYW,Key West Intl, FL,United States of America
KFAI,--,United States of America
KFAR,Fargo/Hector Intl, ND,United States of America
KFAT,Fresno Yosemite International, CA,United States of America
KFAY,Fayetteville/Regional Grannis Field, NC,United States of America
KFCA,Glacier Park International Airport – Kalispell, MT,United States of America
KFCN,--,United States of America
KFDW,Fairfield County Airport – Winnsboro, SC,United States of America
KFDY,Findlay Airport – Findlay, OH,United States of America
KFFC,Falcon Field – Peachtree City, GA,United States of America
KFGF,--,United States of America
KFGZ,--,United States of America
KFHU,Fort Huachuca/Libby AAF-Sierra Vista Muni, AZ,United States of America
KFLG,Flagstaff/Pulliam, AZ,United States of America
KFLL,Fort Lauderdale/Holywood International, FL,United States of America
KFLO,Florence Regional, SC,United States of America
KFMH,Otis Air National Guard Base – Falmouth, MA,United States of America
KFMN,Four Corners Regional Airport – Farmington, NM,United States of America
KFMY,Page Field – Fort Myers, FL,United States of America
KFNT,Flint/Bishop Intl, MI,United States of America
KFOD,Fort Dodge Regional, IA,United States of America
KFOE,Topeka/Forbes Field, KS,United States of America
KFOK,Francis S. Gabreski Airport – Westhampton Beach, NY,United States of America
KFSD,Sioux Falls/Joe Foss Field, SD,United States of America
KFSI,Ft Sill/Henry Post AAF, OK,United States of America
KFSL,--,United States of America
KFSM,Fort Smith/Regional, AR,United States of America
KFTW,Fort Worth/Meacham, TX,United States of America
KFWA,Fort Wayne International, IN,United States of America
KFWD,--,United States of America
KFWH,--,United States of America
KFWR,--,United States of America
KFYV,Fayetteville/Drake Field, AR,United States of America
KGAG,Gage Airport - Gage, OK,United States of America
KGBN,Gila Bend Air Force Auxiliary Field – Gila Bend, AZ,United States of America
KGCC,Gillette-Campbell County Airport – Gillette, WY,United States of America
KGCK,Garden City, KS,United States of America
KGDP,Dell City Municipal Airport - Dell City, TX,United States of America
KGEG,Spokane/Intl., WA,United States of America
KGFK,Grand Forks/Intl, ND,United States of America
KGFL,Glens Falls/Warren County, NY,United States of America
KGGG,Longview/Gregg County, TX,United States of America
KGGW,Glasgow/Intl, MT,United States of America
KGID,--,United States of America
KGJT,Galveston/Walker Field, CO,United States of America
KGLD,Renner Goodland Municipal Airport – Goodland, KS,United States of America
KGLH,Mid Delta Regional Airport – Greenville, MS,United States of America
KGLS,Galveston, Scholes Fld, TX,United States of America
KGNV,Gainesville Rgnl, FL,United States of America
KGON,Groton-New London, CT,United States of America
KGPI,Kalispell, Glacier Pakr Intl Arpt, MT,United States of America
KGPT,Gulfport/Biloxi Rgnl, MS,United States of America
KGRB,Greenbay/Austin Straubel, WI,United States of America
KGRF,Gray Army Airfield – Fort Lewis, WA,United States of America
KGRI,Grande Island/Central Nebraska Rgnl, NE,United States of America
KGRK,Fort Hood-killeen/Robert Gray AAF, TX,United States of America
KGRR,Grand Rapids/Kent County Intl, MI,United States of America
KGSB,Goldesboro/Seymour-Johnson AFB, NC,United States of America
KGSO,Greensboro, piedmont Triad Intl, NC,United States of America
KGSP,Greer/Greenville-Spartanburg, SC,United States of America
KGTB,Fort Drum/Wheeler-Sack AAF, NY,United States of America
KGTF,Great Falls/Intl, MT,United States of America
KGUM,--,United States of America
KGUP,Gallupm,NM,United States of America
KGUS,Peru/Grissom AFB, IN,United States of America
KGWC,Offutt AFB, Omaha, WA (USAF Global Weather Center),United States of America
KGWO,Greenwood/Le Flore Arpt, MS,United States of America
KGYA,--,United States of America
KGYX,--,United States of America
KHAA,--,United States of America
KHAF,Half Moon Bay Airport – Half Moon Bay, CA,United States of America
KHAP,--,United States of America
KHAR,Harford Airport – Casper, WY,United States of America
KHAT,--,United States of America
KHBR,Hobart Municipal Airport - Hobart, OK,United States of America
KHDO,Hondo Municipal Airport – Hondo, TX,United States of America
KHFD,Hartford-Brainard Airport – Hartford, CT,United States of America
KHFO,--,United States of America
KHGA,--,United States of America
KHGX,--,United States of America
KHHH,--,United States of America
KHIB,Hibbing/Chisholm-Hibbing, MN,United States of America
KHKY,Hickory/Regional, NC,United States of America
KHLC,Hill City Municipal Airport – Hill City, KS,United States of America
KHLN,Helena Regional, MT,United States of America
KHLR,Ft Hood-Killeen/Hood AFB, TX,United States of America
KHMN,Alamogordo/Holloman AFB, NM,United States of America
KHMS,Richland Airport - Richland, WA,United States of America
KHNC,--,United States of America
KHNX,--,United States of America
KHOB,Lea County Regional Airport – Hobbs, NM,United States of America
KHON,Huron Regional, SD,United States of America
KHOP,Fort Campbell (Hopkinsville, KY),United States of America
KHOT,Hot Springs/Memorial Field, AR,United States of America
KHOU,Houston/William P. Hobby, TX,United States of America
KHPN,White Plains/Westchester County,United States of America
KHQA,--,United States of America
KHQM,Hoqiam/Bowerman Fld, WA,United States of America
KHRO,Harrison/Boone County, AR,United States of America
KHRT,--,United States of America
KHSA,Stennis International Airport – Bay St. Louis, MI,United States of America
KHSI,Hastings Municipal Airport – Hastings, NE,United States of America
KHST,Homestead Joint Air Reserve Base – Homestead, FL,United States of America
KHSV,Huntsville/Intl Carl T Jones Feld, AL,United States of America
KHTL,--,United States of America
KHTS,Huntington/Tri-State Milton J Ferguson Field, WV,United States of America
KHUF,Terre Haute/Hulman Regional, IN,United States of America
KHUL,Houlton International Airport – Houlton, ME,United States of America
KHUM,Houma-Terrebonne Airport – Houma, LA,United States of America
KHUN,--,United States of America
KHVN,New Haven/Tweed, CT,United States of America
KHVR,Havre City County Airport – Havre, MT,United States of America
KIAD,Washington/Dulles Intl., DC,United States of America
KIAG,Niagara Falls International, NY,United States of America
KIAH,George Bush Intercontinental/Houston, TX,United States of America
KIBB,--,United States of America
KICT,Wichita Mid-Continent, KS,United States of America
KIDA,Idaho Falls/Fanning Field, ID,United States of America
KIGM,Kingman Airport – Kingman, AZ,United States of America
KILG,Wilmington, New Castle, DE,United States of America
KILM,Wilmington, New Hannover Intl, NC,United States of America
KILN,Airborne Airpark – Wilmington, OH,United States of America
KILW,--,United States of America
KILX,--,United States of America
KIND,Indianapolis/Indianapolis-Weir Cook Airport, IN,United States of America
KINL,International Falls, MN,United States of America
KINT,Winston Salem,United States of America
KINW,Winslow-Lindbergh Regional Airport – Winslow, AZ,United States of America
KIOW,Iowa City Municipal Airport – Iowa City, IA,United States of America
KIPL,Imperial County Airport – Imperial, CA,United States of America
KIPT,Williamsport/Lycoming County PA,United States of America
KIRK,Kirksville/Regional, MO,United States of America
KISN,--,United States of America
KISP,Islip/Long Island Macarthur, NY,United States of America
KITB,--,United States of America
KITH,Ithaca Tompkins Regional Airport – Ithaca, NY,United States of America
KIWX,--,United States of America
KJAC,Jackson Hole, WY,United States of America
KJAN,Jackson Intl, MS,United States of America
KJAX,Jacksonville/Intl., FL,United States of America
KJBR,Jonesboro Muni, AR,United States of America
KJCT,Kimble County Airport - Junction, TX,United States of America
KJDG,Diego Garcia-US Navy Relay to Diego Garcia (FJDG),United States of America
KJDN,Jordan Airport – Jordan, MT,United States of America
KJFK,New York/John F. Kennedy Intl., NY,United States of America
KJHW,Chautauqua County-Jamestown Airport – Jamestown, NY,United States of America
KJKL,--,United States of America
KJLN,Joplin Rgnl, MO,United States of America
KJOS,--,United States of America
KJST,Johnstown-Cambria County, PA,United States of America
KKCI,--,United States of America
KKEY,--,United States of America
KKRF,--,United States of America
KKSG,--,United States of America
KLAA,Lamar Municipal Airport – Lamar, CO,United States of America
KLAF,Lafayette/Purdue University, IN,United States of America
KLAL,Lakeland Linder Regional, FL,United States of America
KLAN,Lansing/Capital City, MI,United States of America
KLAR,Laramie/General Brees Field, WY,United States of America
KLAS,Las Vegas/McCarran International, NV,United States of America
KLAX,Los Angeles/Intl., CA,United States of America
KLBB,Lubbock/Intl, TX,United States of America
KLBF,North Platte/Regional, NE,United States of America
KLCH,Lake Charles/Regional, LA,United States of America
KLEB,Lebanon Muni, NH,United States of America
KLEE,Leesburg International Airport – Leesburg, FL,United States of America
KLEX,Lexington/Blue Grass, KY,United States of America
KLFI,Hampton/Langley AFB, VA,United States of America
KLFK,Angelina County Airport – Lufkin, TX,United States of America
KLFT,Lafayette/Regional, LA,United States of America
KLGA,New York/La Guardia, NY,United States of America
KLGB,Long Beach/Daugherty Field, CA,United States of America
KLHX,La Junta Municipal Airport – La Junta, CO,United States of America
KLIC,Limon Municipal Airport – Limon, CO,United States of America
KLIT,Little Rock/Adams Field, AR,United States of America
KLIX,--,United States of America
KLIZ,--,United States of America
KLKD,--,United States of America
KLKH,--,United States of America
KLKN,--,United States of America
KLMK,--,United States of America
KLMT,Klamath Falls International Airport – Klamath Falls, OR,United States of America
KLMX,--,United States of America
KLND,Hunt Field – Lander, WY,United States of America
KLNK,Lincoln/Municipal, NE,United States of America
KLOL,Derby Airport – Lovelock, NV,United States of America
KLOT,Lewis University Airport – Romeoville, IL,United States of America
KLOU,Louisville/Bowman, KY,United States of America
KLOX,--,United States of America
KLOZ,London-Corbin/Mage Field, KY,United States of America
KLRD,Laredo International, TX,United States of America
KLRF,Jacksonville, Little Rock AFB, AR,United States of America
KLSE,La Crosse Muni, WI,United States of America
KLSV,las Vegas/Nellis AFB, NV,United States of America
KLSX,--,United States of America
KLTS,Altus AFB, OK,United States of America
KLUB,--,United States of America
KLUK,Cincinnati/Muni Lunken Field, OH,United States of America
KLVS,Las Vegas Municipal Airport – Las Vegas, NM,United States of America
KLWA,--,United States of America
KLWS,Lewiston-Nez Perce County Airport – Lewiston, ID,United States of America
KLWT,Lewlistown Muni, MT,United States of America
KLWX,--,United States of America
KLXV,Lake County Airport – Leadville, CO,United States of America
KLYH,Lynchburg/Regional Preston Glenn Field, VA,United States of America
KLZK,--,United States of America
KLZR,--,United States of America
KMAC,Macon Downtown Airport – Macon, GA,United States of America
KMAF,Midland/Intl, TX,United States of America
KMBG,Mobridge Municipal Airport – Mobridge, SD,United States of America
KMCB,Mc Comb-Pike County/John E Lewis Field, MS,United States of America
KMCI,Kansas City Intl, MO,United States of America
KMCK,McCook Municipal Airport – McCook, NE,United States of America
KMCN,Macon/Middle Georgia Rgnl, GA,United States of America
KMCO,Orlando Intl, FL,United States of America
KMCW,Mason City Municipal Airport – Mason City, IA,United States of America
KMDT,Harrisburg/Intl, PA,United States of America
KMDW,Chicago/Chicago Midway, IL,United States of America
KMEG,--,United States of America
KMEI,Meridian/Key Field, MS,United States of America
KMEM,Memphis Intl, Tenn,United States of America
KMER,Merced, Castle Arpt, CA,United States of America
KMFD,Mansfield/Lahm Muni, OH,United States of America
KMFE,Mcalle/Miller Intl, TX,United States of America
KMFL,--,United States of America
KMFR,Medford-Jackson County, OR,United States of America
KMGM,Montgomery/Dannelly Field, AL,United States of America
KMGW,Morgantown/Muni-Walter L Bill Hart Fld, WV,United States of America
KMHK,Manhattan/Muni, KS,United States of America
KMHR,Sacramento/Mather AFB, CA,United States of America
KMHS,Dunsmuir Municipal-Mott Airport - Mount Shasta, CA,United States of America
KMHX,--,United States of America
KMI1,--,United States of America
KMIA,Miami/Miami Intl., FL,United States of America
KMIV,Millville, NJ,United States of America
KMKC,Kansas City Downtown, MO,United States of America
KMKE,Milwaukee/General Mitchell Field, WI,United States of America
KMKG,Muskegon/County, MI,United States of America
KMKL,Jackson/MC Kellar-Sipes Rgnl, TN,United States of America
KMKX,--,United States of America
KMLB,Melbourne/Rgnl, FL,United States of America
KMLC,McAlester/Rgnl, OK,United States of America
KMLD,Malad City Airport – Malad City, ID,United States of America
KMLI,Moline/Quad-City, IL,United States of America
KMLS,Miles City/Frank Wiley Field MT,United States of America
KMLU,Monroe Rgnl, LA,United States of America
KMMO,--,United States of America
KMMW,--,United States of America
KMNW,--,United States of America
KMOB,Mobile Rgnl, AL,United States of America
KMOD,Modesto/City County-Harry Sham Field, CA,United States of America
KMOT,Minot/Intl, ND,United States of America
KMPV,Edward F. Knapp State Airport – Barre-Montpelier, VT,United States of America
KMPX,--,United States of America
KMQT,Marquette/County, MI,United States of America
KMRB,Martinsburg/Eastern Rgnl-Shepherd Field, WV,United States of America
KMRF,Marfa Municipal Airport - Marfa, TX,United States of America
KMRS,--,United States of America
KMRX,--,United States of America
KMRY,Monterey/Penninsula, CA,United States of America
KMSC,--,United States of America
KMSL,Muscle Shoals/Rgnl, MS,United States of America
KMSN,Madison/Dane County Rgnl Truax Field, WI,United States of America
KMSO,Missoula/Intl, MT,United States of America
KMSP,Minneapolis-St Paul Intl (Wold Chamberlain), MN,United States of America
KMSR,--,United States of America
KMSS,Massen/Intl Richards Field, NY,United States of America
KMSY,New Orleans/Intl., LA,United States of America
KMTH,Florida Keys Marathon Airport – Marathon, FL,United States of America
KMTN,Baltimore/Martin State, MD,United States of America
KMTR,--,United States of America
KMUL,--,United States of America
KMUO,Mountain Home AFB, ID,United States of America
KMWH,Grant County International Airport – Moses Lake, WA,United States of America
KMWI,--,United States of America
KMWN,--,United States of America
KMXF,Montgomery/Maxwell AFB, AL,United States of America
KMYH,--,United States of America
KMYL,McCall Airport – McCall, ID,United States of America
KMYR,Myrtle Beach Intl Arpt, SC,United States of America
KNBC,Beaufort Mcas/Merritt Field, SC,United States of America
KNBG,New Orleans/New Orleans NAS JRB /Alvin Callender Field); LA US,United States of America
KNBU,--,United States of America
KNCA,Jacksonville/New River Mcas (McCutcheon Field), NC,United States of America
KNCF,--,United States of America
KNCH,--,United States of America
KNEC,--,United States of America
KNEI,--,United States of America
